from_activity,to_activity,rl_count,random_count,rl_pct,random_pct,preference_ratio,log2_ratio,avg_reward_rl,in_real_log,transition_type
start decisionphase draft decision - permitting decided,creating environmental permit decision,0,2,0.0,2.7,10.067,3.332,0.0,True,learned_prefer
phase archived case,enter senddate request termination,0,2,0.0,2.7,10.067,3.332,0.0,True,learned_prefer
start decisionphase draft decision - permitting decided,suspension ground applicable,0,2,0.0,2.7,10.067,3.332,0.0,True,learned_prefer
phase archived case,subcases completeness completed,0,2,0.0,2.7,10.067,3.332,0.0,True,learned_prefer
start decisionphase draft decision - permitting decided,create subcases completeness,0,2,0.0,2.7,10.067,3.332,0.0,True,learned_prefer
start decisionphase draft decision - permitting decided,date for inspection MER,0,2,0.0,2.7,10.067,3.332,0.0,True,learned_prefer
phase archived case,enter senddate decision environmental permit,0,2,0.0,2.7,10.067,3.332,0.0,True,learned_prefer
phase archived case,set decision phase unlicensed irrevocable,0,2,0.0,2.7,10.067,3.332,0.0,True,learned_prefer
phase archived case,read publication date field,0,2,0.0,2.7,10.067,3.332,0.0,True,learned_prefer
start decisionphase draft decision - permitting decided,assessment of content completed,0,2,0.0,2.7,10.067,3.332,0.0,True,learned_prefer
start decisionphase draft decision - permitting decided,set decision phase inspection of decision permitting,0,2,0.0,2.7,10.067,3.332,0.0,True,learned_prefer
phase archived case,registration date publication,0,2,0.0,2.7,10.067,3.332,0.0,True,learned_prefer
phase archived case,start decision phase permanent suspension sent,0,2,0.0,2.7,10.067,3.332,0.0,True,learned_prefer
phase archived case,generating decision environmental permit,0,2,0.0,2.7,10.067,3.332,0.0,True,learned_prefer
phase archived case,mutation BAG carry objects,0,2,0.0,2.7,10.067,3.332,0.0,True,learned_prefer
start decisionphase draft decision - permitting decided,create procedure confirmation,0,2,0.0,2.7,10.067,3.332,0.0,True,learned_prefer
phase archived case,enter date decision permanent suspension,0,2,0.0,2.7,10.067,3.332,0.0,True,learned_prefer
enter date decision permanent suspension,enter senddate procedure confirmation,0,1,0.0,2.3,9.889,3.306,0.0,True,learned_prefer
create monitoring case,creating cover letter decision,0,1,0.0,2.3,9.889,3.306,0.0,True,learned_prefer
create monitoring case,generating decision environmental permit,0,1,0.0,2.3,9.889,3.306,0.0,True,learned_prefer
create monitoring case,generate publication document decision environmental permit,0,1,0.0,2.3,9.889,3.306,0.0,True,learned_prefer
enter date decision permanent suspension,receive additional information,0,1,0.0,2.3,9.889,3.306,0.0,True,learned_prefer
enter date decision permanent suspension,objection to extension procedure term receptive,0,1,0.0,2.3,9.889,3.306,0.0,True,learned_prefer
create monitoring case,register objection and appeal periods,0,1,0.0,2.3,9.889,3.306,0.0,True,learned_prefer
create monitoring case,set decision phase decision permitting decided,0,1,0.0,2.3,9.889,3.306,0.0,True,learned_prefer
create monitoring case,assessment of content completed,0,1,0.0,2.3,9.889,3.306,0.0,True,learned_prefer
enter date decision permanent suspension,decision permanently suspended,0,1,0.0,2.3,9.889,3.306,0.0,True,learned_prefer
enter date decision permanent suspension,MER present in supplement,0,1,0.0,2.3,9.889,3.306,0.0,True,learned_prefer
create monitoring case,enter senddate draft decision,0,1,0.0,2.3,9.889,3.306,0.0,True,learned_prefer
creating decision suspension art. 33 WABO,creating decision suspension art. 34 WABO,0,1,0.0,2.3,9.889,3.306,0.0,True,learned_prefer
creating decision suspension art. 33 WABO,treat subcase suspension art. 33 WABO,0,1,0.0,2.3,9.889,3.306,0.0,True,learned_prefer
creating decision suspension art. 33 WABO,set decision status,0,1,0.0,2.3,9.889,3.306,0.0,True,learned_prefer
create monitoring case,phase appeal lodged,0,1,0.0,2.3,9.889,3.306,0.0,True,learned_prefer
create monitoring case,enter date publication decision environmental permit,0,1,0.0,2.3,9.889,3.306,0.0,True,learned_prefer
enter date decision permanent suspension,enter senddate decision procedure term extension,0,1,0.0,2.3,9.889,3.306,0.0,True,learned_prefer
create monitoring case,start decision phase decision permitting sent,0,1,0.0,2.3,9.889,3.306,0.0,True,learned_prefer
treat subcases completeness,send message OLO-status in progress,0,1,0.0,0.5,9.872,3.303,0.0,True,learned_prefer
treat subcases completeness,process received advice,0,1,0.0,0.5,9.872,3.303,0.0,True,learned_prefer
treat subcases completeness,terminate on request,0,1,0.0,0.5,9.872,3.303,0.0,True,learned_prefer
treat subcases completeness,request complete,0,1,0.0,0.5,9.872,3.303,0.0,True,learned_prefer
treat subcases completeness,receive additional information,0,1,0.0,0.5,9.872,3.303,0.0,True,learned_prefer
treat subcases completeness,resume completeness subcases,0,1,0.0,0.5,9.872,3.303,0.0,True,learned_prefer
treat subcases completeness,suspension ground applicable,0,1,0.0,0.5,9.872,3.303,0.0,True,learned_prefer
treat subcases completeness,set decision phase suspension sent,0,1,0.0,0.5,9.872,3.303,0.0,True,learned_prefer
treat subcases completeness,set decision phase decision permitting decided,0,1,0.0,0.5,9.872,3.303,0.0,True,learned_prefer
treat subcases completeness,treat subcases completeness,0,1,0.0,0.5,9.872,3.303,0.0,True,learned_prefer
treat subcases completeness,subcases completeness completed,0,1,0.0,0.5,9.872,3.303,0.0,True,learned_prefer
treat subcases completeness,phase additional information received,0,1,0.0,0.5,9.872,3.303,0.0,True,learned_prefer
treat subcases completeness,generate draft decision environmental permit,0,1,0.0,0.5,9.872,3.303,0.0,True,learned_prefer
treat subcases completeness,message request advice,0,1,0.0,0.5,9.872,3.303,0.0,True,learned_prefer
treat subcases completeness,enter senddate decision,0,1,0.0,0.5,9.872,3.303,0.0,True,learned_prefer
treat subcases completeness,phase advice known,0,1,0.0,0.5,9.872,3.303,0.0,True,learned_prefer
treat subcases completeness,completed subcases content,0,1,0.0,0.5,9.872,3.303,0.0,True,learned_prefer
treat subcases completeness,enter senddate decision environmental permit,0,1,0.0,0.5,9.872,3.303,0.0,True,learned_prefer
treat subcases completeness,enter senddate procedure confirmation,0,1,0.0,0.5,9.872,3.303,0.0,True,learned_prefer
treat subcases completeness,decision extension procedure term irrevocable,0,1,0.0,0.5,9.872,3.303,0.0,True,learned_prefer
treat subcases completeness,create draft environtmental permit,0,1,0.0,0.5,9.872,3.303,0.0,True,learned_prefer
record date of decision no permit required,set decision phase unlicensed irrevocable,73,2,100.0,8.3,9.8,3.293,-0.2,True,learned_prefer
phase procedure resumed,retrieve missing data,1,2,100.0,8.3,9.8,3.293,-0.013,True,learned_prefer
phase decision taken,treat subcase suspension art. 33 WABO,0,3,0.0,2.9,9.762,3.287,0.0,True,learned_prefer
phase decision taken,record date of decision environmental permit,0,3,0.0,2.9,9.762,3.287,0.0,True,learned_prefer
phase decision taken,transcript decision environmental permit to stakeholders,0,3,0.0,2.9,9.762,3.287,0.0,True,learned_prefer
phase decision taken,send message OLO status decision,0,3,0.0,2.9,9.762,3.287,0.0,True,learned_prefer
phase decision taken,enter date publication decision environmental permit,0,3,0.0,2.9,9.762,3.287,0.0,True,learned_prefer
phase decision taken,date decision for inspection,0,3,0.0,2.9,9.762,3.287,0.0,True,learned_prefer
phase decision taken,phase archived case,0,3,0.0,2.9,9.762,3.287,0.0,True,learned_prefer
phase decision taken,start WABOprocedure,0,3,0.0,2.9,9.762,3.287,0.0,True,learned_prefer
phase decision taken,phase draft decision made,0,3,0.0,2.9,9.762,3.287,0.0,True,learned_prefer
phase decision taken,generate publication document decision environmental permit,0,3,0.0,2.9,9.762,3.287,0.0,True,learned_prefer
phase decision taken,subcase art. 33 WABO completed,0,3,0.0,2.9,9.762,3.287,0.0,True,learned_prefer
phase decision taken,continue or abort mutation BAG objects,0,3,0.0,2.9,9.762,3.287,0.0,True,learned_prefer
phase advice known,enter senddate decision suspension,0,7,0.0,3.2,9.756,3.286,0.0,True,learned_prefer
create publication document,enter senddate draft decision,0,2,0.0,1.2,9.743,3.284,0.0,True,learned_prefer
create publication document,set decision phase: suspension cancelled,0,2,0.0,1.2,9.743,3.284,0.0,True,learned_prefer
create publication document,terminate on request,0,2,0.0,1.2,9.743,3.284,0.0,True,learned_prefer
create publication document,send confirmation receipt additional data,0,2,0.0,1.2,9.743,3.284,0.0,True,learned_prefer
create publication document,send design decision to stakeholders,0,2,0.0,1.2,9.743,3.284,0.0,True,learned_prefer
create publication document,registration date publication,0,2,0.0,1.2,9.743,3.284,0.0,True,learned_prefer
create publication document,send procedure confirmation,0,2,0.0,1.2,9.743,3.284,0.0,True,learned_prefer
create publication document,entering senddate draft decision environmental permit,0,2,0.0,1.2,9.743,3.284,0.0,True,learned_prefer
create publication document,create publication document,0,2,0.0,1.2,9.743,3.284,0.0,True,learned_prefer
create publication document,applicant is stakeholder,0,2,0.0,1.2,9.743,3.284,0.0,True,learned_prefer
create publication document,procedure change,0,2,0.0,1.2,9.743,3.284,0.0,True,learned_prefer
create publication document,phase additional information received,0,2,0.0,1.2,9.743,3.284,0.0,True,learned_prefer
create publication document,send letter in progress,0,2,0.0,1.2,9.743,3.284,0.0,True,learned_prefer
create publication document,initiative competent authority,0,2,0.0,1.2,9.743,3.284,0.0,True,learned_prefer
create publication document,grounds for refusal,0,2,0.0,1.2,9.743,3.284,0.0,True,learned_prefer
create publication document,enter senddate decision environmental permit,0,2,0.0,1.2,9.743,3.284,0.0,True,learned_prefer
create publication document,phase updated plan received,0,2,0.0,1.2,9.743,3.284,0.0,True,learned_prefer
create publication document,phase application receptive,0,2,0.0,1.2,9.743,3.284,0.0,True,learned_prefer
create publication document,record date of decision environmental permit,0,2,0.0,1.2,9.743,3.284,0.0,True,learned_prefer
create publication document,phase decision sent,0,2,0.0,1.2,9.743,3.284,0.0,True,learned_prefer
phase procedure extended,completed subcases content,0,1,0.0,2.3,9.667,3.273,0.0,True,learned_prefer
phase procedure extended,copy decision to extend procedure to stakeholders,0,1,0.0,2.3,9.667,3.273,0.0,True,learned_prefer
phase procedure extended,create cover letter extend procedure term,0,1,0.0,2.3,9.667,3.273,0.0,True,learned_prefer
extend procedure term,creating decision procedure term extension,0,5,0.0,3.1,9.667,3.273,0.0,True,learned_prefer
extend procedure term,treat subcases content,0,5,0.0,3.1,9.667,3.273,0.0,True,learned_prefer
extend procedure term,phase advice known,0,5,0.0,3.1,9.667,3.273,0.0,True,learned_prefer
phase procedure extended,start decision phase extension granted,0,1,0.0,2.3,9.667,3.273,0.0,True,learned_prefer
extend procedure term,set decision status,0,5,0.0,3.1,9.667,3.273,0.0,True,learned_prefer
extend procedure term,enter senddate decision environmental permit,0,5,0.0,3.1,9.667,3.273,0.0,True,learned_prefer
phase procedure extended,generating decision environmental permit,0,1,0.0,2.3,9.667,3.273,0.0,True,learned_prefer
phase procedure extended,set decision status,0,1,0.0,2.3,9.667,3.273,0.0,True,learned_prefer
set decision phase: suspension cancelled,create subcases completeness,0,1,0.0,2.3,9.667,3.273,0.0,True,learned_prefer
set decision phase: suspension cancelled,enter senddate procedure confirmation,0,1,0.0,2.3,9.667,3.273,0.0,True,learned_prefer
set decision phase: suspension cancelled,creating environmental permit decision,0,1,0.0,2.3,9.667,3.273,0.0,True,learned_prefer
set decision phase: suspension cancelled,enter enddate of suspension,0,1,0.0,2.3,9.667,3.273,0.0,True,learned_prefer
set decision phase: suspension cancelled,phase procedure resumed,0,1,0.0,2.3,9.667,3.273,0.0,True,learned_prefer
set decision phase: suspension cancelled,procedure change,0,1,0.0,2.3,9.667,3.273,0.0,True,learned_prefer
set decision phase: suspension cancelled,generating decision environmental permit,0,1,0.0,2.3,9.667,3.273,0.0,True,learned_prefer
date for inspection MER,register submission date request,293,1,99.7,7.1,9.634,3.268,-0.248,True,learned_prefer
retrieve missing data,treat subcases completeness,0,1,0.0,0.8,9.593,3.262,0.0,True,learned_prefer
retrieve missing data,registrer date of publishing received request,0,1,0.0,0.8,9.593,3.262,0.0,True,learned_prefer
retrieve missing data,registration date publication,0,1,0.0,0.8,9.593,3.262,0.0,True,learned_prefer
retrieve missing data,receive additional information,0,1,0.0,0.8,9.593,3.262,0.0,True,learned_prefer
retrieve missing data,enter senddate procedure confirmation,0,1,0.0,0.8,9.593,3.262,0.0,True,learned_prefer
retrieve missing data,entering senddate draft decision environmental permit,0,1,0.0,0.8,9.593,3.262,0.0,True,learned_prefer
retrieve missing data,send procedure confirmation,0,1,0.0,0.8,9.593,3.262,0.0,True,learned_prefer
retrieve missing data,set decision status,0,1,0.0,0.8,9.593,3.262,0.0,True,learned_prefer
retrieve missing data,close case,0,1,0.0,0.8,9.593,3.262,0.0,True,learned_prefer
retrieve missing data,completed subcases content,0,1,0.0,0.8,9.593,3.262,0.0,True,learned_prefer
retrieve missing data,create decision procedure term extension,0,1,0.0,0.8,9.593,3.262,0.0,True,learned_prefer
retrieve missing data,generating decision environmental permit,0,1,0.0,0.8,9.593,3.262,0.0,True,learned_prefer
retrieve missing data,keep permanently suspended,0,1,0.0,0.8,9.593,3.262,0.0,True,learned_prefer
retrieve missing data,enter date draft decisionenvironmental permit,0,1,0.0,0.8,9.593,3.262,0.0,True,learned_prefer
retrieve missing data,submit decision,0,1,0.0,0.8,9.593,3.262,0.0,True,learned_prefer
retrieve missing data,enter senddate procedure term extension,0,1,0.0,0.8,9.593,3.262,0.0,True,learned_prefer
retrieve missing data,enter senddate retrieve missing data,0,1,0.0,0.8,9.593,3.262,0.0,True,learned_prefer
read field phased application,create publication document,0,2,0.0,2.8,9.533,3.253,0.0,True,learned_prefer
read field phased application,create subcases completeness,0,2,0.0,2.8,9.533,3.253,0.0,True,learned_prefer
read field phased application,create procedure confirmation,0,2,0.0,2.8,9.533,3.253,0.0,True,learned_prefer
register number of days extension period,decision date prior to decision,0,2,0.0,2.8,9.533,3.253,0.0,True,learned_prefer
register number of days extension period,decision procedure term extension,0,2,0.0,2.8,9.533,3.253,0.0,True,learned_prefer
